Datetime,Open,High,Low,Close,Adj Close,Volume,Two_Crows,Three_Black_Crows,Three_Inside_Updown,Three_Line_Strike,Three_Outside_UpDown,Three_Stars_In_The_South,Three_Advancing_White_Soldiers,Abandoned_Baby,Advance_Block,Belthold,Breakaway,Closing_Marubozu,Concealing_Baby_Swallow,Counterattack,Dark_Cloud_Cover,Doji,Doji_Star,Dragonfly_Doji,Engulfing_Pattern,Evening_Doji_Star,Evening_Star,UpDown_gap_sidebyside_white_lines,Gravestone_Doji,Hammer,Hanging_Man,Harami_Pattern,Harami_Cross_Pattern,HighWave_Candle,Hikkake_Pattern,Modified_Hikkake_Pattern,Homing_Pigeon,Identical_Three_Crows,In_Neck_Pattern,Inverted_Hammer,Kicking,Kicking_bullbear_determined_by_the_longer_marubozu,Ladder_Bottom,Long_Legged_Doji,Long_Line_Candle,Marubozu,Matching_Low,Mat_Hold,Morning_Doji_Star,Morning_Star,OnNeck_Pattern,Piercing_Pattern,Rickshaw_Man,RisingFalling_Three_Methods,Separating_Lines,Shooting_Star,Short_Line_Candle,Spinning_Top,Stalled_Pattern,Stick_Sandwich,Takuri_Dragonfly_Doji,Tasuki_Gap,Thrusting_Pattern,Tristar_Pattern,Unique_River,Upside_Gap_Two_Crows,UpsideDownside_Gap_Three_Methods,Candle_Sum,signal,Real,Predicted,LSTM_Signal,svm_signal,Predictions,XGB_Signal,candle_lstm_sum,candle_svm_sum,candle_XGB_sum,lstm_combined_signal,svm_combined_signal,lstm_combined_signal2,svm_combined_signal2,XGB_combined_signal,XGB_combined_signal2,Avg_ML_Signal,Avg_ML_Sum,Candles_Average,Combined_Machine_Candel,Candles_MlAverage
2022-01-22 01:15:00+00:00,2593.09,2597.35,2589.62,2597.35,2597.35,100218880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2597.35,2567.516,-1,-1,3022.1187,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 01:20:00+00:00,2599.86,2601.65,2599.86,2601.65,2601.65,85528576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,1.0,2601.65,2568.7412,-1,-1,3021.8604,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 01:25:00+00:00,2602.19,2605.32,2600.77,2600.77,2600.77,77209600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2600.77,2569.6602,-1,-1,3022.0715,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 01:30:00+00:00,2598.52,2598.52,2591.97,2595.03,2595.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2595.03,2570.404,-1,-1,3021.9639,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 01:35:00+00:00,2595.37,2604.33,2595.37,2604.21,2604.21,66023424,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1.0,2604.21,2570.9165,-1,-1,3021.971,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 01:40:00+00:00,2606.4,2607.67,2605.47,2605.47,2605.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2605.47,2571.3875,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 01:45:00+00:00,2605.44,2605.44,2599.0,2599.0,2599.0,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-500,-1.0,2599.0,2571.9316,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 01:50:00+00:00,2599.76,2607.59,2599.76,2607.59,2607.59,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1.0,2607.59,2572.4233,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 01:55:00+00:00,2608.57,2609.49,2605.65,2605.65,2605.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2605.65,2572.9922,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 02:00:00+00:00,2605.62,2606.49,2601.52,2601.52,2601.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2601.52,2573.6328,-1,-1,3021.9639,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333
2022-01-22 02:05:00+00:00,2600.37,2600.37,2593.09,2594.77,2594.77,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2594.77,2574.2205,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 02:10:00+00:00,2598.86,2600.18,2597.7,2600.18,2600.18,29618176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.0,2600.18,2574.557,-1,-1,3021.7244,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 02:15:00+00:00,2600.07,2601.76,2595.57,2595.57,2595.57,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2595.57,2574.6855,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 02:20:00+00:00,2595.99,2595.99,2594.37,2594.37,2594.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2594.37,2574.5747,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 02:25:00+00:00,2591.59,2591.59,2590.47,2590.69,2590.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-100,-1.0,2590.69,2574.2197,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 02:30:00+00:00,2590.81,2595.97,2590.81,2595.97,2595.97,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,400,1.0,2595.97,2573.589,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 02:35:00+00:00,2596.41,2596.71,2593.55,2596.71,2596.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-100,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,200,1.0,2596.71,2572.8486,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 02:40:00+00:00,2600.6,2600.6,2596.82,2597.02,2597.02,57391104,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,2597.02,2572.135,-1,-1,3021.7996,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 02:45:00+00:00,2597.55,2601.08,2597.55,2600.35,2600.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.0,2600.35,2571.5178,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 02:50:00+00:00,2599.03,2599.03,2594.19,2594.19,2594.19,5545984,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,2594.19,2571.1013,-1,-1,3021.4438,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 02:55:00+00:00,2596.07,2602.45,2596.07,2602.19,2602.19,18505728,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1.0,2602.19,2570.7627,-1,-1,3021.237,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 03:00:00+00:00,2602.69,2608.48,2599.95,2608.48,2608.48,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.0,2608.48,2570.6135,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 03:05:00+00:00,2607.37,2607.37,2604.84,2605.15,2605.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-200,-1.0,2605.15,2570.8323,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 03:10:00+00:00,2606.49,2607.42,2606.42,2606.85,2606.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.0,2606.85,2571.3406,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 03:15:00+00:00,2606.23,2606.23,2600.13,2600.13,2600.13,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-600,-1.0,2600.13,2572.0833,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 03:20:00+00:00,2600.48,2605.57,2600.48,2605.57,2605.57,10745856,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1.0,2605.57,2572.8215,-1,-1,3021.178,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 03:25:00+00:00,2604.83,2604.83,2600.85,2600.85,2600.85,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,2600.85,2573.5698,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 03:30:00+00:00,2599.93,2599.93,2593.09,2593.09,2593.09,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,-1.0,2593.09,2574.2083,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 03:35:00+00:00,2592.18,2592.18,2587.29,2587.29,2587.29,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,2587.29,2574.5093,-1,-1,3021.9639,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.3333333333333333,-1.3333333333333333,-1.0,-1.3333333333333333
2022-01-22 03:40:00+00:00,2573.2,2573.2,2560.64,2560.88,2560.88,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,-1.0,2560.88,2574.2861,1,-1,3021.9639,1.0,0.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.3333333333333333,-0.6666666666666667,0.0,-0.6666666666666667
2022-01-22 03:45:00+00:00,2561.13,2562.11,2560.03,2562.11,2562.11,68048896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.0,2562.11,2572.9753,1,-1,3021.8335,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333
2022-01-22 03:50:00+00:00,2562.28,2562.28,2555.18,2556.28,2556.28,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,-1.0,2556.28,2570.5632,1,-1,3021.9639,1.0,0.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.3333333333333333,-0.6666666666666667,0.0,-0.6666666666666667
2022-01-22 03:55:00+00:00,2557.88,2563.97,2557.88,2563.97,2563.97,47464448,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1.0,2563.97,2567.1675,-1,-1,3021.6914,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
2022-01-22 04:00:00+00:00,2564.45,2571.5,2564.45,2571.5,2571.5,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1.0,2571.5,2563.258,-1,-1,3021.9639,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667
